,daytime,user,text,file_content,reactions,replies_time,channel,replies_user,file_url
20,1624014639.006000,U021ZC6L676,"i'd go there first (since i like really close to it) and try to catch a table, might be crowded. here's my number just in case you can't find me there - 0176 687 00 684",False,0,0,berlin-get-together,0,0
21,1624014656.006400,U021ZC6L676,• i live close to it,False,0,0,berlin-get-together,0,0
22,1624017267.007400,U022VC1JD29,Sounds like a plan! See you guys later,False,0,0,berlin-get-together,0,0
23,1622460873.000200,U021UNQGZC4,<@U021UNQGZC4> has joined the channel,False,0,0,data-memes,0,0
24,1622460884.000300,U021UNQGZC4,,True,0,0,data-memes,0,https://files.slack.com/files-pri/T021KE79B9B-F023JFD4X1R/download/image.png?t=xoxe-2053483317317-2318082228289-2302548793493-1d94ec658b657246a6f5fdc6c46914ce
25,1622460940.000700,U021NHS652N,<@U021NHS652N> has joined the channel,False,0,0,data-memes,0,0
26,1622460940.000900,U021WEXHN4E,<@U021WEXHN4E> has joined the channel,False,0,0,data-memes,0,0
27,1622530826.000300,U021UNQGZC4,thread for todays ice breaker :,False,0,1622530860.000900,data-memes,U021UNQGZC4,0
28,1622530860.000900,U021UNQGZC4,<https://gph.is/g/ZyL1yva>,False,0,0,data-memes,0,0
29,1622531022.001300,U0225RJ3Z4H,<@U0225RJ3Z4H> has joined the channel,False,0,0,data-memes,0,0
30,1622531023.001500,U021ZC6JR28,<@U021ZC6JR28> has joined the channel,False,0,0,data-memes,0,0
31,1622531024.001700,U021T7DU0BC,<@U021T7DU0BC> has joined the channel,False,0,0,data-memes,0,0
32,1622531036.001900,U021ZC6L676,<@U021ZC6L676> has joined the channel,False,0,0,data-memes,0,0
33,1622531039.002100,U021TDN4RAP,<@U021TDN4RAP> has joined the channel,False,0,0,data-memes,0,0
34,1622531041.002300,U021TDMEH27,<@U021TDMEH27> has joined the channel,False,0,0,data-memes,0,0
35,1622531048.002500,U021Q54K3B7,<@U021Q54K3B7> has joined the channel,False,0,0,data-memes,0,0
36,1622531051.002700,U021ZC6H9GC,<@U021ZC6H9GC> has joined the channel,False,0,0,data-memes,0,0
37,1622531054.002900,U0225RJ5989,<@U0225RJ5989> has joined the channel,False,0,0,data-memes,0,0
38,1622531058.003100,U0225RGM941,<@U0225RGM941> has joined the channel,False,0,0,data-memes,0,0
39,1622531061.003300,U0234JUMPJQ,<@U0234JUMPJQ> has joined the channel,False,0,0,data-memes,0,0
40,1622531091.003500,U0225RJ6SNM,<@U0225RJ6SNM> has joined the channel,False,0,0,data-memes,0,0
41,1622531098.003700,U021TDMBPRR,<@U021TDMBPRR> has joined the channel,False,0,0,data-memes,0,0
42,1622531108.003900,U021TDMLNTD,<@U021TDMLNTD> has joined the channel,False,0,0,data-memes,0,0
43,1622531147.004100,U0225RHK6Q1,<@U0225RHK6Q1> has joined the channel,False,0,0,data-memes,0,0
44,1622531187.004500,U021CE3UWPR,<@U021CE3UWPR> has joined the channel,False,0,0,data-memes,0,0
45,1622531238.004600,U021Q54K3B7,,True,0,0,data-memes,0,https://files.slack.com/files-pri/T021KE79B9B-F0235NH4GDV/download/download.gif?t=xoxe-2053483317317-2318082228289-2302548793493-1d94ec658b657246a6f5fdc6c46914ce
46,1622531307.005000,U0225RJ6SNM,<https://media.giphy.com/media/WtD6HrshqEN2QVNYd2/giphy.gif>,False,0,0,data-memes,0,0
47,1622531346.005300,U021ZC6L676,<https://media.giphy.com/media/26gLwQhXEaH37uEak/giphy.gif>,False,0,0,data-memes,0,0
48,1622531356.005600,U021CE3UWPR,,True,0,0,data-memes,0,https://files.slack.com/files-pri/T021KE79B9B-F0235NNUQ0P/download/image.png?t=xoxe-2053483317317-2318082228289-2302548793493-1d94ec658b657246a6f5fdc6c46914ce
49,1622531412.006200,U021TDMLNTD,<https://media.giphy.com/media/hQu3aAkP2I0bn3k1hl/giphy.gif>,False,0,0,data-memes,0,0
50,1622531423.006500,U0225RHK6Q1,<https://media.giphy.com/media/LwzBicG26gz0pGI0ro/giphy.gif>,False,0,0,data-memes,0,0
51,1622531434.006800,U0225RJ3Z4H,<https://giphy.com/gifs/bye-fly-flying-23joA8BW780ZYTdGPp>,False,0,0,data-memes,0,0
52,1622531440.007200,U021T7DU0BC,<http://gph.is/1Ohih8s>,False,0,0,data-memes,0,0
53,1622531466.007500,U022VC1JD29,<@U022VC1JD29> has joined the channel,False,0,0,data-memes,0,0
54,1622531487.007700,U0234JUMPJQ,<https://media.giphy.com/media/7IrtGOyJy3I9W/giphy.gif>,False,0,0,data-memes,0,0
55,1622531499.008000,U021ZC6H9GC,<https://media.giphy.com/media/xUOxf3yDKCuwpOlT3i/giphy.gif>,False,0,0,data-memes,0,0
56,1622531508.008300,U0225RGM941,,True,0,0,data-memes,0,https://files.slack.com/files-pri/T021KE79B9B-F023Z4USKND/download/giphy.gif?t=xoxe-2053483317317-2318082228289-2302548793493-1d94ec658b657246a6f5fdc6c46914ce
57,1622531510.008600,U021ZC6JR28,<https://tenor.com/view/beer-german-gif-5579802>,False,0,0,data-memes,0,0
58,1622531534.009000,U021WEXHN4E,bike woods,False,0,0,data-memes,0,0
59,1622531659.009500,U021TDN4RAP,<https://media.giphy.com/media/NONhabpnrhJWU/giphy.gif>,False,0,0,data-memes,0,0
60,1622531670.009700,U021TDMEH27,<https://media.giphy.com/media/eXTue7sCt6ZvG/giphy.gif>,False,0,0,data-memes,0,0
61,1622531870.010600,U021NHS652N,<https://media.giphy.com/media/k9yjgF1I7mX0k/giphy.gif>,False,0,0,data-memes,0,0
62,1622532058.011100,U021Q53LBPX,<https://media.giphy.com/media/3orieM2yXrt2kK4B4Q/giphy.gif>,False,0,0,data-memes,0,0
63,1622532060.011300,U021TDMBPRR,<https://media.giphy.com/media/2A4AuksVMmWXKfJjGl/giphy.gif>,False,0,0,data-memes,0,0
64,1622532123.011600,U021CE3UWPR,<https://media.giphy.com/media/1BgNyhiMSjX6vNNkAJ/giphy.gif>,False,0,0,data-memes,0,0
65,1622532329.012200,U022VC1JD29,<https://media.giphy.com/media/VhWVAa7rUtT3xKX6Cd/giphy.gif>,False,0,0,data-memes,0,0
66,1622532396.012600,U0225RJ5989,<https://media.giphy.com/media/3oxRmbs0xF77u9PQE8/giphy.gif>,False,0,0,data-memes,0,0
67,1622635035.012800,U021UNQGZC4,,True,1,0,data-memes,0,https://files.slack.com/files-pri/T021KE79B9B-F023SAVQ6SX/download/image.png?t=xoxe-2053483317317-2318082228289-2302548793493-1d94ec658b657246a6f5fdc6c46914ce
68,1622644144.013500,U021WEXHN4E,<https://www.youtube.com/watch?v=hgI0p1zf31k>,False,1,0,data-memes,0,0
69,1623222664.000100,U021UNQGZC4,,True,2,0,data-memes,0,https://files.slack.com/files-pri/T021KE79B9B-F02415ZD45D/download/image.png?t=xoxe-2053483317317-2318082228289-2302548793493-1d94ec658b657246a6f5fdc6c46914ce
70,1623394646.000800,U021NHS652N,,True,3,0,data-memes,0,https://files.slack.com/files-pri/T021KE79B9B-F02542HJLPK/download/image_from_ios.jpg?t=xoxe-2053483317317-2318082228289-2302548793493-1d94ec658b657246a6f5fdc6c46914ce
71,1623621453.000200,U021WEXHN4E,,True,1,0,data-memes,0,https://files.slack.com/files-pri/T021KE79B9B-F025LESHW0G/download/20210613_235535.jpg?t=xoxe-2053483317317-2318082228289-2302548793493-1d94ec658b657246a6f5fdc6c46914ce
72,1624378507.000100,U021WEXHN4E,,True,5,0,data-memes,0,https://files.slack.com/files-pri/T021KE79B9B-F026J5U1PTJ/download/20210622_181432.jpg?t=xoxe-2053483317317-2318082228289-2302548793493-1d94ec658b657246a6f5fdc6c46914ce
73,1624454467.001200,U021WEXHN4E,,True,0,0,data-memes,0,https://files.slack.com/files-pri/T021KE79B9B-F0264EF109J/download/keep_calm_and_sample.png?t=xoxe-2053483317317-2318082228289-2302548793493-1d94ec658b657246a6f5fdc6c46914ce
74,1624872877.000400,U021UNQGZC4,"hehe, this is what Grepper has to say about covid code",True,3,0,data-memes,0,https://files.slack.com/files-pri/T021KE79B9B-F02728JNUUQ/download/image.png?t=xoxe-2053483317317-2318082228289-2302548793493-1d94ec658b657246a6f5fdc6c46914ce
75,1624873108.001100,U021WEXHN4E,dont forget what you might expect this week dealing with real world data...,True,3,0,data-memes,0,https://files.slack.com/files-pri/T021KE79B9B-F026CHZ5CAW/download/data_sets_in_the_wild.png?t=xoxe-2053483317317-2318082228289-2302548793493-1d94ec658b657246a6f5fdc6c46914ce
76,1625489567.000100,U021UNQGZC4,,True,3,0,data-memes,0,https://files.slack.com/files-pri/T021KE79B9B-F0273CLSDLJ/download/image.png?t=xoxe-2053483317317-2318082228289-2302548793493-1d94ec658b657246a6f5fdc6c46914ce
77,1625646141.002200,U021NHS652N,"Look at this overfitted bed!! Extremely useful to people who sleep in that position, but… it it really useful in general for everyone (everyone = data)?",True,1,0,data-memes,0,https://files.slack.com/files-pri/T021KE79B9B-F027GDFKVN0/download/overfit.jpeg?t=xoxe-2053483317317-2318082228289-2302548793493-1d94ec658b657246a6f5fdc6c46914ce
78,1626385271.000100,U021WEXHN4E,,True,4,1626426928.000800,data-memes,U021WEXHN4E,https://files.slack.com/files-pri/T021KE79B9B-F0288K1GV3M/download/screenshot_20210715-234049_brave.jpg?t=xoxe-2053483317317-2318082228289-2302548793493-1d94ec658b657246a6f5fdc6c46914ce
79,1626426928.000800,U021WEXHN4E,bill Murray on that picture btw looks like a  clone of my dad,False,0,0,data-memes,0,0
80,1626952325.000100,U021UNQGZC4,,True,2,0,data-memes,0,https://files.slack.com/files-pri/T021KE79B9B-F028NQV32KG/download/image.png?t=xoxe-2053483317317-2318082228289-2302548793493-1d94ec658b657246a6f5fdc6c46914ce
81,1623054353.000200,U021ZC6H9GC,<@U021ZC6H9GC> has joined the channel,False,0,0,dataqueens,0,0
82,1623054372.000400,U021TDMLNTD,<@U021TDMLNTD> has joined the channel,False,0,0,dataqueens,0,0
83,1623054373.000600,U0225RHK6Q1,<@U0225RHK6Q1> has joined the channel,False,0,0,dataqueens,0,0
84,1623054424.001500,U021ZC6H9GC,"guapes!! el lab de divendres el fa bastant diferent!! No mha donat temps a mirar-lo tot, amb 45min no nhi ha prou!! haha pero mhe sorpres una mica amb el del divendres!",False,0,0,dataqueens,0,0
85,1623055729.001800,U0225RHK6Q1,m'encanta aixo de dataqueens jajajajaja,False,1,0,dataqueens,0,0
86,1623055743.002200,U0225RHK6Q1,sí en general he vist que ella ho fa diferent,False,0,0,dataqueens,0,0
87,1623055752.002400,U0225RHK6Q1,i com en versión extendida tot,False,0,0,dataqueens,0,0
88,1623055841.003500,U0225RHK6Q1,"he flipat amb el 4, i el round 1 tambe!! fa data cleaning columna per columna O_O i jo en plan, una netejada general i prou",False,0,0,dataqueens,0,0
89,1623055924.003900,U021ZC6H9GC,jajajajaja es que no sabia quin nom posar :joy:,False,0,0,dataqueens,0,0
90,1623055945.004300,U021ZC6H9GC,jo haure de dedicar HORES a repassar el que ens ha passat avui…,False,0,0,dataqueens,0,0
91,1623055946.004500,U021TDMLNTD,sisi,False,0,0,dataqueens,0,0
92,1623055953.004700,U021TDMLNTD,totaal,False,0,0,dataqueens,0,0
93,1623056005.005100,U021TDMLNTD,pero bueno el round 3 el teniem bastant be almenys,False,0,0,dataqueens,0,0
94,1623056387.007000,U021TDMLNTD,"en realitat el lab 4 l'unic que ens faltava es:
• Fer cleaning: treure els valors nulls, passar a format fecha les dates i treure alguna columna poc important
• Chequejar la multicollinearity",False,0,0,dataqueens,0,0
95,1623056425.007600,U021ZC6H9GC,"sisi, el 3 prou be! el 4 jo estic contenta..",False,0,0,dataqueens,0,0
96,1623056433.007900,U021ZC6H9GC,mica en mica1 jeje,False,0,0,dataqueens,0,0
97,1623056442.008300,U021TDMLNTD,jo tb estudiaré i em faré un esquema per tenir clar els passos tipics,False,0,0,dataqueens,0,0
98,1623056444.008600,U021ZC6H9GC,pero igualment vull repassarho tot super a fons per entendre..,False,0,0,dataqueens,0,0
99,1623056446.008700,U021TDMLNTD,si ho faig us ho passo,False,0,0,dataqueens,0,0
100,1623056455.009000,U021ZC6H9GC,genial igualment!,False,0,0,dataqueens,0,0
101,1623056463.009400,U021TDMLNTD,:slightly_smiling_face:,False,0,0,dataqueens,0,0
102,1623056468.009600,U021ZC6H9GC,tot i que jo crec que basicament em posare les diferents maneres al jupyter directament..,False,0,0,dataqueens,0,0
103,1623056479.009900,U021ZC6H9GC,com per simplificar documents.. jeje sino porto un lio!,False,0,0,dataqueens,0,0
104,1623056502.010400,U021ZC6H9GC,em fa MOLTA ilu la sessio d’ara,False,1,0,dataqueens,0,0
105,1623056516.010700,U021TDMLNTD,"bf yo igual tio, abans mhe passat 15min ordenant carpetes",False,0,0,dataqueens,0,0
106,1623056517.010900,U021TDMLNTD,jajaja,False,0,0,dataqueens,0,0
107,1623056525.011200,U021TDMLNTD,a topee,False,0,0,dataqueens,0,0
108,1623056541.011600,U021ZC6H9GC,jejeje va reines que ja ho tenim aixo! :muscle:,False,1,0,dataqueens,0,0
109,1623070518.012500,U0225RHK6Q1,jo també m'he de fer un esquema o algo perque necessito ordenar conceptes!,False,0,0,dataqueens,0,0
110,1623070546.013000,U0225RHK6Q1,a mi aquesta sessió m'està costant d'entendre,False,0,0,dataqueens,0,0
111,1623072975.013300,U021TDMLNTD,tio es un lio,False,0,0,dataqueens,0,0
112,1623072981.013500,U021TDMLNTD,esta anat a gas un altre cop,False,0,0,dataqueens,0,0
113,1623072992.014000,U0225RHK6Q1,jo ho estava pensant tot el rato ara,False,0,0,dataqueens,0,0
114,1623072997.014300,U021TDMLNTD,el divendres va afluixar una mica pero avui un altre cop a muerte,False,1,0,dataqueens,0,0
115,1623072997.014400,U0225RHK6Q1,va taaaaan rapid,False,0,0,dataqueens,0,0
116,1623073007.014700,U021TDMLNTD,keep calm Sian pleasee,False,0,0,dataqueens,0,0
117,1623073031.015300,U0225RHK6Q1,sisi,False,0,0,dataqueens,0,0
118,1623073039.015500,U021TDMLNTD,vull plorar,False,0,0,dataqueens,0,0
119,1623073041.015700,U021TDMLNTD,jaja,False,0,0,dataqueens,0,0
120,1623073045.015900,U0225RHK6Q1,jajajajaja,False,0,0,dataqueens,0,0
121,1623073047.016100,U0225RHK6Q1,plorem,False,0,0,dataqueens,0,0
122,1623073090.016500,U021TDMLNTD,<@U021ZC6H9GC> m'agrada la teva habitació bohemia,False,0,0,dataqueens,0,0
123,1623073092.016700,U021TDMLNTD,jaja,False,0,0,dataqueens,0,0
124,1623073107.017200,U021ZC6H9GC,jejeje,False,0,0,dataqueens,0,0
125,1623073108.017400,U021TDMLNTD,ara mateix em tirava a la hamaca a ben agust,False,0,0,dataqueens,0,0
126,1623073128.017800,U021ZC6H9GC,"es millor que el paperwall que tenim per default, lhe trobat  a google :joy:",False,0,0,dataqueens,0,0
127,1623073149.018100,U021TDMLNTD,jaja l'Uros es picarà si fiques fondos guays,False,0,0,dataqueens,0,0
128,1623073157.018300,U0225RHK6Q1,jajaajja,False,0,0,dataqueens,0,0
129,1623073181.018500,U021ZC6H9GC,jejejeje,False,0,0,dataqueens,0,0
130,1623073187.018800,U021ZC6H9GC,ai per favor necessitava riure!,False,0,0,dataqueens,0,0
131,1623073188.019000,U021ZC6H9GC,jejeje,False,0,0,dataqueens,0,0
132,1623073193.019200,U021ZC6H9GC,vaig a obrir el lab…,False,0,0,dataqueens,0,0
133,1623073298.019500,U021TDMLNTD,yo vaig a dinar-me una volta xq em dona algo,False,0,0,dataqueens,0,0
134,1623073302.019800,U021TDMLNTD,i ara em poso a obri-lo,False,0,0,dataqueens,0,0
135,1623073304.020000,U021TDMLNTD,3min,False,0,0,dataqueens,0,0
136,1623073306.020400,U021TDMLNTD,jaja,False,0,0,dataqueens,0,0
137,1623073561.020600,U021ZC6H9GC,jejeje desconecta!!,False,0,0,dataqueens,0,0
138,1623073566.020800,U021ZC6H9GC,anire a una room si voleu venir,False,0,0,dataqueens,0,0
139,1623073588.021200,U0225RHK6Q1,jo vinc també en 2 minuts!,False,0,0,dataqueens,0,0
140,1623073597.021400,U021ZC6H9GC,"per cert que es aixo que fem a les 17,30h_",False,0,0,dataqueens,0,0
141,1623073600.021600,U021ZC6H9GC,*?,False,0,0,dataqueens,0,0
142,1623073615.021900,U0225RHK6Q1,un projecte en grup crec,False,0,0,dataqueens,0,0
143,1623073617.022100,U0225RHK6Q1,tinc por,False,0,0,dataqueens,0,0
144,1623073626.022400,U0225RHK6Q1,:rolling_on_the_floor_laughing:,False,0,0,dataqueens,0,0
145,1623073631.022600,U021ZC6H9GC,"jo no hi sere, em posaran falta..",False,0,0,dataqueens,0,0
146,1623073645.023000,U021ZC6H9GC,he de marxar a les 17h que tinc el peque malalto..,False,0,0,dataqueens,0,0
147,1623073648.023200,U021ZC6H9GC,enfin..,False,0,0,dataqueens,0,0
148,1623073655.023400,U021ZC6H9GC,ojala no se n’adonin!,False,0,0,dataqueens,0,0
149,1623073668.023600,U0225RHK6Q1,oh :(((,False,0,0,dataqueens,0,0
150,1623073672.023800,U0225RHK6Q1,pobret,False,0,0,dataqueens,0,0
151,1623073675.024000,U0225RHK6Q1,tranqui,False,0,0,dataqueens,0,0
152,1623074137.024600,U021TDMLNTD,aii,False,0,0,dataqueens,0,0
153,1623074143.024900,U021TDMLNTD,bueno lo primer es lo primer,False,0,0,dataqueens,0,0
154,1623074212.025300,U021TDMLNTD,bueno ens separen el grups,False,0,0,dataqueens,0,0
155,1623074251.026400,U021TDMLNTD,si li dius al miguel que has de marxar ell t'ho explicarà demà,False,0,0,dataqueens,0,0
156,1623074258.026600,U021ZC6H9GC,a veure de que va..,False,0,0,dataqueens,0,0
157,1623074264.026900,U021ZC6H9GC,comenceu document nou per aquets lab?,False,0,0,dataqueens,0,0
158,1623074280.027300,U021TDMLNTD,jo esque ara estic fent la survey,False,0,0,dataqueens,0,0
159,1623074288.027600,U021TDMLNTD,que no l'he fet i el miguel diu q l'hem d fer ja,False,0,0,dataqueens,0,0
160,1623074297.027800,U021ZC6H9GC,ah sisi jo la vaig fer al find,False,0,0,dataqueens,0,0
161,1623074307.028100,U021TDMLNTD,perfect,False,0,0,dataqueens,0,0
162,1623074975.028400,U021TDMLNTD,jo agafo un nou jupyter,False,0,0,dataqueens,0,0
163,1623074998.028800,U021TDMLNTD,y pillo el cvs que ha passat la Sian pel lab-questions,False,0,0,dataqueens,0,0
164,1623140274.000500,U021TDMLNTD,good morning dataqueeeens :heart:,False,0,0,dataqueens,0,0
165,1623140286.000800,U0225RHK6Q1,morniiiiiiing,False,0,0,dataqueens,0,0
166,1623140296.001000,U021ZC6H9GC,hellow!!,False,0,0,dataqueens,0,0
167,1623140310.001200,U021TDMLNTD,we love Pau,False,0,0,dataqueens,0,0
168,1623140332.001500,U0225RHK6Q1,jajajajaja monissim:heart:,False,0,0,dataqueens,0,0
169,1623140375.001700,U021ZC6H9GC,jejeje merciii,False,0,0,dataqueens,0,0
170,1623140397.002200,U021ZC6H9GC,pobre es que no pot anar a la guarde i es una mica un muntatge…,False,0,0,dataqueens,0,0
171,1623140432.002400,U021TDMLNTD,pobreet,False,0,0,dataqueens,0,0
172,1623140452.002800,U021TDMLNTD,pero bueno nosaltres l'adoptem a la classe online :slightly_smiling_face:,False,0,0,dataqueens,0,0
173,1623140465.003200,U021ZC6H9GC,jejeje yey!!,False,0,0,dataqueens,0,0
174,1623140499.003400,U021TDMLNTD,esteu fent la task?,False,0,0,dataqueens,0,0
175,1623140513.003700,U021ZC6H9GC,si,False,0,0,dataqueens,0,0
176,1623140530.004400,U021ZC6H9GC,investigant tableau i power bi..,False,0,0,dataqueens,0,0
177,1623140536.004700,U021ZC6H9GC,a les webs,False,0,0,dataqueens,0,0
178,1623140536.004800,U0225RHK6Q1,"si, estava mirant un estudi de tableau i ara estic intentant trobar un de power bi pero no en veig cap",False,0,0,dataqueens,0,0
179,1623140579.005100,U021ZC6H9GC,ai el pots compartir damaris?,False,0,0,dataqueens,0,0
180,1623140606.005300,U0225RHK6Q1,siiiii,False,0,0,dataqueens,0,0
181,1623140617.005600,U0225RHK6Q1,no se si es veura be perque jo el veig com tallat,False,0,0,dataqueens,0,0
182,1623140660.006100,U0225RHK6Q1,<https://public.tableau.com/es-es/gallery/?tab=viz-of-the-day&amp;type=viz-of-the-day>,False,0,0,dataqueens,0,0
183,1623140689.006900,U0225RHK6Q1,aqui hi han uns quants i jo he agafat el de disney que m'ha semblat més senzill jajajja,False,0,0,dataqueens,0,0
184,1623140695.007200,U0225RHK6Q1,ok!,False,0,0,dataqueens,0,0
185,1623140715.007700,U021ZC6H9GC,"ah val!! sisi els havia trobat, pero pots jugar amb les dades? no oi?",False,0,0,dataqueens,0,0
186,1623140730.007900,U0225RHK6Q1,no!,False,0,0,dataqueens,0,0
187,1623140734.008100,U0225RHK6Q1,no he pogut,False,0,0,dataqueens,0,0
188,1623142518.008500,U0225RHK6Q1,hem de descarregar la proba gratuita de tableau?,False,0,0,dataqueens,0,0
189,1623142527.008700,U0225RHK6Q1,perque tot es de pagament no?,False,0,0,dataqueens,0,0
190,1623142758.008900,U021ZC6H9GC,sisi la gratis,False,0,0,dataqueens,0,0
191,1623332944.000300,U021ZC6H9GC,"boniques, sabeu com fer el dropdown?",False,0,0,dataqueens,0,0
192,1623332955.000600,U021ZC6H9GC,el de categories del punt 2 vull dir,False,0,0,dataqueens,0,0
193,1623332968.000800,U021ZC6H9GC,(del lab d’avui),False,0,0,dataqueens,0,0
194,1623332976.001100,U0225RHK6Q1,just l'acabo de fer!! jiji,False,0,0,dataqueens,0,0
195,1623332981.001300,U0225RHK6Q1,one sec,False,0,0,dataqueens,0,0
196,1623333036.001700,U021ZC6H9GC,ah ostres!!,False,0,0,dataqueens,0,0
197,1623333046.002100,U0225RHK6Q1,li he dit a category show filter i després,False,0,0,dataqueens,0,0
198,1623333047.002200,U021ZC6H9GC,es que aixo no ho hem vist avui oi?,False,0,0,dataqueens,0,0
199,1623333066.002600,U0225RHK6Q1,sí pero ho ha ensenyat en UN SEGON de temps o sigui......,False,0,0,dataqueens,0,0
200,1623333079.002900,U0225RHK6Q1,crec que et passo captura de pantalla i potser tho ensenyo millor,False,0,0,dataqueens,0,0
201,1623333085.003100,U021ZC6H9GC,jeje vale,False,0,0,dataqueens,0,0
202,1623333089.003400,U021ZC6H9GC,es que va super rapida!,False,0,0,dataqueens,0,0
203,1623333131.003500,U0225RHK6Q1,,True,0,0,dataqueens,0,https://files.slack.com/files-pri/T021KE79B9B-F024K4Y34TX/download/image.png?t=xoxe-2053483317317-2318082228289-2302548793493-1d94ec658b657246a6f5fdc6c46914ce
204,1623333139.003900,U0225RHK6Q1,no se si es veu bé,False,0,0,dataqueens,0,0
205,1623333169.004500,U0225RHK6Q1,a la pestanyeta de la dreta de category li marques la llista desplegable i te la fa,False,0,0,dataqueens,0,0
206,1623333192.004700,U021ZC6H9GC,valeeeee,False,0,0,dataqueens,0,0
207,1623333194.004900,U021ZC6H9GC,ara si,False,0,0,dataqueens,0,0
208,1623333203.005200,U021ZC6H9GC,doncs aixo ni ho he vist aquest mati!,False,0,0,dataqueens,0,0
209,1623333221.005500,U0225RHK6Q1,bffff jo ho he vist de miracle,False,0,0,dataqueens,0,0
210,1623333227.005800,U021ZC6H9GC,jejeje,False,0,0,dataqueens,0,0
211,1623333228.006000,U0225RHK6Q1,jajajaaj,False,0,0,dataqueens,0,0
212,1623333229.006200,U021ZC6H9GC,merci!!,False,0,0,dataqueens,0,0
213,1623333266.006700,U0225RHK6Q1,de res!!!,False,0,0,dataqueens,0,0
214,1623333370.007000,U021ZC6H9GC,se’t veu aixi…? el veig bastant extrany..,True,0,0,dataqueens,0,https://files.slack.com/files-pri/T021KE79B9B-F024FE9JKJA/download/screenshot_2021-06-10_at_15.55.57.png?t=xoxe-2053483317317-2318082228289-2302548793493-1d94ec658b657246a6f5fdc6c46914ce
215,1623333502.007400,U0225RHK6Q1,wow!!,False,0,0,dataqueens,0,0
216,1623333524.008000,U0225RHK6Q1,jo el tinc diferent perque en l'eix d'abaix he posat les categories en lloc dels anys,False,0,0,dataqueens,0,0
217,1623333537.008200,U0225RHK6Q1,ni idea,False,0,0,dataqueens,0,0
218,1623337471.008400,U021ZC6H9GC,te sentit!! merci ho intento,False,0,0,dataqueens,0,0
219,1623337475.008700,U021ZC6H9GC,perdona no thavia llegit!,False,0,0,dataqueens,0,0
220,1623339183.009000,U021ZC6H9GC,"Damaris, estas fent lo de russia al mapa?",False,0,0,dataqueens,0,0
221,1623339266.009300,U0225RHK6Q1,siii ho he fet,False,0,0,dataqueens,0,0
222,1623339271.009500,U0225RHK6Q1,no se si esta bé...,False,0,0,dataqueens,0,0
223,1623339276.009700,U0225RHK6Q1,ha sigut molt raro,False,0,0,dataqueens,0,0
224,1623339288.009900,U021ZC6H9GC,jo encara no ho pillo,False,0,0,dataqueens,0,0
225,1623339302.010200,U0225RHK6Q1,m'ha costat molt d'entendre sisi,False,0,0,dataqueens,0,0
226,1623339319.010700,U0225RHK6Q1,mira,False,0,0,dataqueens,0,0
227,1623339335.011000,U021ZC6H9GC,vols anar un segon en una break?,False,0,0,dataqueens,0,0
228,1623339350.011200,U0225RHK6Q1,sii vale estic a la 8,False,0,0,dataqueens,0,0
229,1623673235.000400,U021TDMLNTD,queens,False,0,0,dataqueens,0,0
230,1623673238.000700,U021TDMLNTD,voleu anar a una sala?,False,0,0,dataqueens,0,0
